SYNCID0000000000, 0.00000000, 0.76687533, 0.00000000, 0.53290546, 0.00000000, 0.91384149, 0.30166799, 0.97481352, 0.00000000, 0.23228481, 0.00000000, 0.73191893, 0.18851131, 0.00000000, 0.65836990, 0.00000000
SYNCID0000000001, 0.00000000, 0.76549017, 0.00000000, 0.53190309, 0.00000000, 0.90813273, 0.30309460, 0.97220516, 0.00000000, 0.22163385, 0.00000000, 0.72924614, 0.17851378, 0.00000000, 0.64938140, 0.00000000
SYNCID0000000002, 0.00946239, 0.74952108, 0.00000000, 0.49492440, 0.00000000, 0.91439134, 0.23773837, 0.95537430, 0.00000000, 0.17309159, 0.00000000, 0.71485364, 0.11316241, 0.00000000, 0.64623308, 0.00000000
SYNCID0000000004, 0.05052308, 0.75135732, 0.00000000, 0.50896418, 0.00000000, 0.88592285, 0.27674907, 0.95221150, 0.00000000, 0.15008578, 0.00000000, 0.71018600, 0.10146174, 0.00000000, 0.60790992, 0.00000000
SYNCID0000000005, 0.00000000, 0.75819820, 0.00000000, 0.51391488, 0.00000000, 0.91411644, 0.26970315, 0.96509391, 0.00000000, 0.20268819, 0.00000000, 0.72338641, 0.15083687, 0.00000000, 0.65230149, 0.00000000
SYNCID0000000006, 0.00000000, 0.76687533, 0.00000000, 0.53290546, 0.00000000, 0.91384149, 0.30166799, 0.97481352, 0.00000000, 0.23228481, 0.00000000, 0.73191893, 0.18851131, 0.00000000, 0.65836990, 0.00000000
SYNCID0000000007, 0.00000000, 0.75749683, 0.00000000, 0.51340741, 0.00000000, 0.91122603, 0.27042550, 0.96377319, 0.00000000, 0.19729558, 0.00000000, 0.72203302, 0.14577505, 0.00000000, 0.64775068, 0.00000000
SYNCID0000000008, 0.00000000, 0.76687533, 0.00000000, 0.53290546, 0.00000000, 0.91384149, 0.30166799, 0.97481352, 0.00000000, 0.23228481, 0.00000000, 0.73191893, 0.18851131, 0.00000000, 0.65836990, 0.00000000
SYNCID0000000009, 0.00665067, 0.75666404, 0.00000000, 0.51280463, 0.00000000, 0.90779352, 0.27128333, 0.96220481, 0.00000000, 0.19089130, 0.00000000, 0.72042596, 0.13976371, 0.00000000, 0.64234596, 0.00000000
SYNCID0000000010, 0.00000000, 0.76687533, 0.00000000, 0.53290546, 0.00000000, 0.91384149, 0.30166799, 0.97481352, 0.00000000, 0.23228481, 0.00000000, 0.73191893, 0.18851131, 0.00000000, 0.65836990, 0.00000000
SYNCID0000000011, 0.00094673, 0.75735396, 0.00000000, 0.51330400, 0.00000000, 0.91063708, 0.27057266, 0.96350414, 0.00000000, 0.19619659, 0.00000000, 0.72175729, 0.14474350, 0.00000000, 0.64682311, 0.00000000
SYNCID0000000012, 0.00000000, 0.75819820, 0.00000000, 0.51391488, 0.00000000, 0.91411644, 0.26970315, 0.96509391, 0.00000000, 0.20268819, 0.00000000, 0.72338641, 0.15083687, 0.00000000, 0.65230149, 0.00000000
SYNCID0000000013, 0.02237835, 0.75476164, 0.00000000, 0.51142788, 0.00000000, 0.89995331, 0.27324274, 0.95862234, 0.00000000, 0.17626309, 0.00000000, 0.71675515, 0.12603301, 0.00000000, 0.63000113, 0.00000000
SYNCID0000000014, 0.00000000, 0.76687533, 0.00000000, 0.53290546, 0.00000000, 0.91384149, 0.30166799, 0.97481352, 0.00000000, 0.23228481, 0.00000000, 0.73191893, 0.18851131, 0.00000000, 0.65836990, 0.00000000
SYNCID0000000015, 0.06485371, 0.74962389, 0.00000000, 0.50770974, 0.00000000, 0.87877899, 0.27853441, 0.94894731, 0.00000000, 0.13675691, 0.00000000, 0.70684123, 0.08895065, 0.00000000, 0.59666157, 0.00000000
SYNCID0000000016, 0.00000000, 0.75819820, 0.00000000, 0.51391488, 0.00000000, 0.91411644, 0.26970315, 0.96509391, 0.00000000, 0.20268819, 0.00000000, 0.72338641, 0.15083687, 0.00000000, 0.65230149, 0.00000000
SYNCID0000000017, 0.00000000, 0.76687533, 0.00000000, 0.53290546, 0.00000000, 0.91384149, 0.30166799, 0.97481352, 0.00000000, 0.23228481, 0.00000000, 0.73191893, 0.18851131, 0.00000000, 0.65836990, 0.00000000
SYNCID0000000018, 0.00946239, 0.74952108, 0.00000000, 0.49492440, 0.00000000, 0.91439134, 0.23773837, 0.95537430, 0.00000000, 0.17309159, 0.00000000, 0.71485364, 0.11316241, 0.00000000, 0.64623308, 0.00000000
SYNCID0000000019, 0.03093978, 0.75372607, 0.00000000, 0.51067841, 0.00000000, 0.89568526, 0.27430934, 0.95667225, 0.00000000, 0.16830012, 0.00000000, 0.71475685, 0.11855862, 0.00000000, 0.62328106, 0.00000000
SYNCID0000000021, 0.00000000, 0.76687533, 0.00000000, 0.53290546, 0.00000000, 0.91384149, 0.30166799, 0.97481352, 0.00000000, 0.23228481, 0.00000000, 0.73191893, 0.18851131, 0.00000000, 0.65836990, 0.00000000
SYNCID0000000022, 0.00000000, 0.76687533, 0.00000000, 0.53290546, 0.00000000, 0.91384149, 0.30166799, 0.97481352, 0.00000000, 0.23228481, 0.00000000, 0.73191893, 0.18851131, 0.00000000, 0.65836990, 0.00000000
SYNCID0000000023, 0.00000000, 0.75819814, 0.00000000, 0.51391494, 0.00000000, 0.91411632, 0.26970318, 0.96509385, 0.00000000, 0.20268804, 0.00000000, 0.72338629, 0.15083671, 0.00000000, 0.65230131, 0.00000000
SYNCID0000000024, 0.02495772, 0.74084401, 0.00000000, 0.47593385, 0.00000000, 0.91466641, 0.20577359, 0.94565469, 0.00000000, 0.14349496, 0.00000000, 0.70632100, 0.07548802, 0.00000000, 0.64016467, 0.00000000
SYNCID0000000025, 0.00000000, 0.76687533, 0.00000000, 0.53290546, 0.00000000, 0.91384149, 0.30166799, 0.97481352, 0.00000000, 0.23228481, 0.00000000, 0.73191893, 0.18851131, 0.00000000, 0.65836990, 0.00000000
SYNCID0000000026, 0.02098205, 0.75493050, 0.00000000, 0.51155019, 0.00000000, 0.90064931, 0.27306876, 0.95894045, 0.00000000, 0.17756176, 0.00000000, 0.71708095, 0.12725203, 0.00000000, 0.63109714, 0.00000000
